transaction_amount,customer_age,transactions_per_day
1772.4632102046476,46.45094114418059,9
2382.7360043197195,32.926080994139014,8
2660.0773963278643,26.94377325218029,5
3553.0338656346876,50.34239329920441,7
3639.391084626918,60.05594422357408,6
4091.3010868181636,40.01620528503517,4
2053.6625621633016,42.243832399650955,4
4056.0499033337765,30.20404161392048,4
3211.2767296574634,45.09382289914267,9
1392.8407028987417,54.88098946104938,12
2885.690579260005,55.28986057746105,8
3422.310575562822,52.08729028320212,10
2479.30275254033,36.96039482647104,4
2322.8813706598103,36.54832243544703,6
2768.031620761059,55.34025815213213,4
4606.255443330398,55.55598611881751,8
2337.9380017483145,42.76406518938539,1
2996.613874341072,39.459765201646086,10
2531.9793352965703,60.174212214794096,7
2520.8329198733327,40.320667357427794,8
2547.860474837218,54.69711891880916,10
2174.988440112499,43.22103872684472,9
1627.7900578017666,31.382073846519,9
5748.317603066918,65.96005782030814,8
2094.5960766157277,46.56083064450919,6
3625.8775478808493,35.760328261454916,6
2012.4379007006003,26.919526318922347,5
2765.450732658704,28.229989622921163,3
1959.2768824487698,40.15215174677019,3
3906.559557556069,70.0266754859367,8
2444.8668743333265,37.39939557723485,8
2051.888615378425,63.81691282050066,4
4573.286797581132,43.300072308159905,5
4264.100034767085,29.64504491567813,5
3369.8435975867396,38.84825455014485,9
3403.458641607883,28.34715699141324,5
5342.864413244349,33.872410124469894,6
3341.955605088358,33.48527519561307,5
2401.313913995455,20.25054972274354,6
3357.0523496175915,64.66634889459144,6
2488.9590930116665,47.74322139288966,7
4654.208254538859,36.078380726964674,6
3813.785445117633,47.88285070363406,6
3610.914145630176,34.138754882653195,7
4055.1034916703566,10.276194450193174,6
2627.0786413675214,83.43699123194514,3
3073.7288383970294,47.464798396801775,4
3479.031601307518,37.34283048890806,4
2797.17738654991,19.85910744819337,2
4525.766825746541,25.57605266314672,7
4501.314107340431,66.50839508421377,7
2567.653109713979,64.52520113438007,8
1346.523209379414,54.79179546798632,6
3087.144173118416,30.50399850067242,2
3647.9275826869307,64.62966184370114,5
3211.3056895471045,50.84717403327658,2
4507.696480188178,53.51401782856995,9
4460.365559777603,50.8002222777622,8
1198.566664152919,25.40916659986065,7
2344.603959033093,29.423907640290462,4
2802.7746092692532,38.3671638366913,7
4389.113571306157,53.36731619793047,5
3814.549609749827,27.0543829308391,6
4562.52062541764,42.72049660572552,2
3578.8587330568116,42.70407636788034,5
4349.31046365012,55.30561596125851,3
3356.458254702863,53.77072996289961,6
3913.2670857067988,31.867062922322273,5
1483.71606902153,63.806920203334926,2
4112.243743668048,29.87788222624623,5
1935.4389847512014,59.19911274470975,6
3579.3713666793356,37.848116321470826,7
3372.3180907630503,47.131037394633836,4
2749.539259972,47.937836981355964,6
3226.423264262019,47.57019672921434,5
2410.947320076896,53.76848957964941,8
2614.3264953949647,50.08897347313592,2
2982.762423469534,55.187438688316995,5
2907.0574592420553,51.04005948448676,10
4652.511401147597,28.56208163396403,5
2285.8221884738987,48.50738796925384,6
3843.176116313331,37.669691267430665,5
1600.7577226008143,30.579587787205313,5
4716.378708139591,41.2320813951951,6
3293.0235846703763,47.38206278745618,12
2104.939804363636,48.2457753638412,3
2811.802837621001,58.728321686823485,8
2965.814249238925,61.995018546630504,4
3425.993126216026,49.371650799845625,8
6435.882500810218,51.722382901122316,5
3592.951735249555,46.239017431283514,5
1555.529245039251,54.9739310274446,10
2352.317290248675,51.33084580488184,7
2225.5054532445383,44.29165477984855,6
3152.353375912818,72.97577337105591,4
4119.801741059549,37.899616275256356,3
4396.920134065665,63.90794043720838,11
1343.9044941366649,27.394191957749815,8
2934.017255061714,55.57701497386891,9
4306.058680918514,63.67538857244889,7
3570.992699905903,20.206152076897045,7
3111.8998157931846,46.806357449716224,8
3716.134735206406,54.30038253617257,5
3420.9250200778056,48.27552685366486,8
3405.4392316145304,49.91602716289052,4
3542.9781968997167,46.770901110896624,5
2131.1367240097134,30.774778257299303,0
