transaction_amount,customer_age,transactions_per_day
2356.020408855821,14.60885875569149,3
2396.7736194394115,34.540625638866985,3
1874.7301072567948,49.276154516053055,0
2121.7165908773914,58.091839666886784,6
2320.6609792000268,32.3695013631142,4
2271.5736281113664,21.670509163829124,1
2071.119325222077,48.90548225767958,6
2794.944781477154,44.651565501202626,1
2352.9940227678967,31.110077104215247,3
1815.646911421179,29.842625417907936,6
1818.7720847965695,28.826078363405685,3
1759.7950979289296,32.554134642653665,1
2378.702892558462,39.16068142401631,4
1726.1712687990087,30.339854172632283,1
1829.0524736145405,31.604197244377595,4
2600.1716418202227,42.41279019410575,5
2149.6486202750425,21.175858589411273,1
2673.2369661030175,32.24064280086421,2
2464.991134143218,19.240589809008984,5
1438.1306488835671,37.084124733529016,9
1996.8908097148353,16.605945918581256,5
2564.773500783642,44.900101268264294,4
1414.4684461214736,22.853626042079945,4
2268.2496265865116,18.274214346385456,4
2029.5970336766532,32.36386704098382,3
1137.5098540963586,53.1110729167705,2
2112.2228383498455,43.11192453421576,2
1614.5166316142029,16.776858945460344,7
1442.8210732994585,22.56874732355459,4
2054.753151427769,32.04399626754293,3
1045.9564715884367,58.38353161770861,1
1699.3690478558613,26.61045852031132,1
3376.6106113013766,26.691147562968055,2
2388.1156445716106,51.27429386880181,2
1591.6590487929764,37.949072052623755,4
2780.166288852206,46.53000027298741,3
1534.1373483958905,28.72900459824035,4
1762.0785203695543,34.983641522709476,6
1452.5972668367701,49.15631862188245,2
2183.1615369063306,34.551591232642004,5
2761.6874034905068,47.23053197526463,1
1530.5167590688748,39.8726730043453,4
978.5696205472736,25.60370921581081,2
2617.302670750098,35.83682787653977,5
2857.9762605655937,45.81383992275033,2
1012.5581574643388,42.694161911868854,4
2289.228257552151,35.59747101579172,2
2167.78278309995,17.082856110285004,6
1640.5128414583676,18.04008518590284,2
1324.935053331999,20.166944103728838,0
2565.710179632209,30.89557793233449,2
2143.116676357741,32.22882126306552,3
2182.3017578618947,21.245885989059772,2
1726.6799365267354,46.22512793696016,4
1633.0072136860222,23.362309227794576,2
773.4137585375479,22.294409579329905,2
1931.4254245118627,36.88235753885949,4
2798.189717316196,45.739051199932284,1
1587.0677015747,56.54854619813167,1
1258.3443589812953,41.82545054503177,4
2276.545574557641,51.798297187236194,3
2372.441599192095,23.87943348273438,8
1745.3289004457886,57.59739260660999,1
1868.6424783561863,17.385155494445115,4
2187.2296209537544,30.961607461123194,2
1969.1142763127502,41.60652519578775,2
2570.0672545920706,19.947829843040566,3
3317.366139480594,26.729499080746663,4
1161.234951300963,25.14077470710366,3
2689.4726678901498,32.89778992750266,4
2104.7350445321335,50.21582856672674,5
2771.8644882041635,36.16825066287811,5
2426.6643458581534,31.369360557659824,2
2081.80135916657,7.156756328217984,5
2445.2119300693375,40.667552048385794,3
1845.0389989839052,43.90015408978179,5
1647.3632605054754,18.999802321897885,3
2471.6488201111415,35.330276402774786,6
1610.9492066294579,37.93008190332047,1
2384.033747653615,45.646017573036936,1
2065.9887432054993,28.75231541754526,4
838.6903414162605,27.24639638915203,3
1751.3211257592714,31.435027015316383,7
2224.1158614128035,48.84437052777384,2
1838.879654767584,46.4384544217267,0
725.6993018836636,35.786546978275865,2
2736.7900664696035,46.19776527188288,3
2138.0750266612376,12.313087931478414,2
2280.744431460299,43.91654206093526,3
1803.8964008673133,24.812338371861536,3
2326.374637836262,53.67024494395862,1
3004.1064751850854,25.35755288066776,4
1667.762048513774,27.472378347663554,4
2916.846606785677,41.62423730131178,4
2257.2533142638435,42.58954134781037,3
1597.8949710208308,31.536679212328153,2
3200.4431315473244,39.714040344230305,2
2253.652924742245,40.95379815328487,2
2401.7689077619816,39.93114656058034,0
1909.936905542086,31.954450824416043,4
1635.910144428651,41.052110240856905,2
2137.2628872314103,50.06370405016494,4
2872.3611362113306,23.745115207811736,2
1888.9768976634418,27.59939964458194,7
2036.0893523014481,36.27255632360579,5
2807.2908054293844,25.43775959331967,3
1893.8300401817949,17.965962657727395,1
2315.3436818079426,46.93122975881957,4
2506.222263504643,13.712117339737503,1
1947.6739065839688,31.976173024756648,2
2211.11554846396,43.589443197586704,2
2393.77344439421,38.66699789502072,4
1841.524099357054,32.12750634021047,5
2474.1978857947965,25.02560423465041,2
1765.5672366031718,39.43867813147937,2
1698.9544589405446,26.11605561533127,2
1255.9386483733624,38.65932586318262,3
1788.1995811714496,37.40917648234756,4
1625.938595027485,37.51032909055136,1
1841.5455427474135,29.596812408205842,4
2368.236168595534,56.35009109334789,5
1152.6493882449465,39.58206633870375,1
1023.1711348147037,33.21291075780353,2
1660.478807341333,38.64270573061805,3
2289.8398566650617,28.255383560756897,1
2200.209772450237,32.136955015220934,3
1652.1675868863185,59.91919932119517,4
2658.09228072136,28.326191935576915,4
1707.6268337384627,35.22227299735584,3
2290.4760727861058,31.43895150250234,5
1861.3511096822306,25.603660571752204,1
1598.236297483299,40.21084990219806,4
1735.3652701803353,36.36472176654209,2
2431.68020010305,45.110273089999275,1
2237.733075474233,44.105779203300045,4
2553.413385163802,45.007077190419956,3
2237.7127629192823,26.817966271490064,2
1212.1918791494058,42.409607992030956,2
3149.4957138405725,42.652715062900945,1
2245.087887310404,25.78937001793144,2
2317.6292082818795,32.813837577727604,4
1854.0444066617886,21.43887903521032,4
2628.8527125163682,42.69622632380284,6
1481.5840684879367,42.650224694439736,1
2367.1111203850164,50.30362799118355,4
968.5906932315395,33.71201492185654,0
2402.1484311020954,40.51469586563796,2
1488.6337859474966,45.87735101025308,2
2194.0371506221054,28.461084714453087,2
2755.817042708011,26.940348586823006,1
2477.8130347402284,28.77114798923835,3
2686.678468461132,32.507045317947785,5
2632.8411906968604,27.29445644353847,1
1777.3729736868631,29.201722900387765,2
2361.1316903800844,44.809151690332456,5
1153.043214110259,35.03653368505707,2
1692.7930626689895,39.06698373659436,2
2774.180541907707,30.49283211881425,4
1849.7808627383652,29.836345708176598,2
1078.6390189312133,38.85555889540397,2
3097.1234370123057,37.26062328003405,3
2342.3701472482544,43.77986678308069,4
2447.528674559011,49.01592998003993,4
1540.1558418406132,29.08587795723595,4
2197.7094166755323,44.611845377637806,5
2183.9389848623814,25.201938323068372,2
1622.8278745556888,56.73778682803284,0
1961.6937635279576,28.136959468616713,3
1269.7567893528308,42.906305697567596,3
1869.7110429044792,25.127596612553344,2
2556.4000537751062,34.47909113853201,3
1661.6389053241157,51.45733142153516,5
3041.794874941808,27.82295848013927,1
1303.2324134817704,58.041861678862226,2
1914.7088181062911,35.947244028909545,4
1708.6564189206547,45.75712537982666,2
1956.305967686108,40.029445735036035,0
2763.16688671328,40.57040065596367,5
1538.0831418386697,21.738862828568955,0
1815.3393239166444,31.271472070219538,2
2390.3429914160324,47.959764624837035,3
2098.4425655571795,32.55678798230003,2
2141.0909736406816,37.388320827178134,6
