transaction_amount,customer_age,transactions_per_day
2248.3570765056165,48.99355436586002,1
1930.8678494144076,44.246336829127685,1
2323.844269050346,35.59630369920174,4
2761.514928204013,28.530632222944263,1
1882.923312638332,41.982233136135896,3
1882.9315215254096,38.934853854217494,1
2789.6064077536957,43.95193220027733,2
2383.717364576454,41.351718016819696,5
1765.262807032524,45.49552715319335,4
2271.2800217929826,29.64764788439432,3
1768.291153593769,48.173940656343255,3
1767.1351232148716,36.975996046923996,5
2120.981135783017,55.75260872625265,3
1043.359877671101,28.10812181910432,2
1137.5410837434836,52.359638031652494,1
1718.8562353795137,36.979107834626475,2
1493.5844398327881,28.485819963855516,1
2157.123666297637,30.161141659456785,2
1545.9879622393946,31.7965269180568,1
1293.8481493323543,39.241659464019165,3
2732.824384460777,40.228354880355,3
1887.1118497567322,29.26299996061421,6
2033.764102343962,34.756454077390174,5
1287.6259068932716,56.42270358611864,6
1727.8086377374086,52.275431701007115,1
2055.461294854933,39.36323669674032,2
1424.5032112888484,35.380034781682,4
2187.849009172836,36.200313267182615,2
1699.6806550405975,41.13517972730416,1
1854.1531251033616,24.772074348015945,4
1699.1466938853016,32.42623462576655,4
2926.139092254469,18.314159261224106,1
1993.2513876310331,38.992231226052795,4
1471.1445355220499,41.47195939702741,3
2411.2724560515944,30.16813537700626,1
1389.5781750144888,50.73986763290033,2
2104.431797502378,22.742343369976588,1
1020.1649380601123,20.3562511979018,2
1335.9069755507849,37.24451818559972,2
2098.4306179345617,45.470983026121544,3
2369.2332899977055,51.83927691457869,4
2085.6841405949854,30.4111573713106,4
1942.1758588058797,45.78680833431296,0
1849.4481522053557,34.61491530499293,3
1260.7390048162863,33.273727000591805,0
1640.0778958026458,43.83659937486672,3
1769.6806145201062,41.5232287841342,1
2528.561113109458,19.236078430157505,4
2171.8091447842307,49.76540349725896,5
1118.479922318633,48.800913541474515,1
2162.0419846973973,28.744372984904707,3
1807.4588597918419,38.95803533437409,3
1661.5389998470207,39.94030186282739,3
2305.8381444204338,37.60673765823907,2
2515.4997612479756,29.4969484615458,3
2465.6400595580994,28.283766320619485,3
1580.3912383886807,34.744459290085544,4
1845.3938120743928,46.72729019259364,3
2165.631715701782,40.43600154594432,1
2487.7725635611796,31.29385667913894,2
1760.412881077355,42.716987106483444,4
1907.1705116680914,6.514573793699245,1
1446.8325129969858,46.48765700372103,4
1401.8966879596646,17.602862212219005,2
2406.262911197099,31.375590585968677,1
2678.1200142854113,23.80330105373856,5
1963.994939209833,22.053185242790942,6
2501.766448946012,46.608267873785195,1
2180.818012523817,30.32298798688109,7
1677.4401226974378,38.46503881730716,4
2180.697802754207,34.53079421120816,3
2769.0182832329847,39.770408272231215,3
1982.0869804450242,35.768218910602556,0
2782.3218279070034,22.170077758114303,3
690.1274479551278,44.9626681944714,3
2410.9512521876118,30.062434168386876,1
2043.5235341190855,19.43418101340249,0
1850.4963247670662,30.718848390340874,2
2045.8803882677512,50.00759790634311,4
1006.2155426995536,43.50221742113493,6
1890.164056081244,31.513478655921407,3
2178.5562857558734,31.507422956815713,3
2738.947022370758,31.783649487826175,2
1740.8648908631762,55.76747983560841,1
1595.7531985534063,38.819354522315535,0
1749.1214782077318,39.300416471910694,2
2457.701058851037,45.30283454031842,6
2164.3755548298423,37.387891590265134,6
1735.1198981164807,32.40957854179297,3
2256.633716556678,33.03650150915022,3
2048.5387746740203,34.283987405859364,2
2484.3224952664445,34.627777634901584,5
