transaction_amount,customer_age,transactions_per_day
3382.8165201886773,30.09667616322772,5
2816.854514960907,46.61812213157208,5
1881.6696345661735,45.790928416231395,4
2614.017546668209,46.53242829577258,3
2365.0925361103473,58.78210699675277,2
2515.3531463930517,38.12506899678343,3
2375.5377285108075,42.68772215610804,3
2954.3034550168795,27.215729233681778,5
2490.0911895582954,61.48853236373554,7
2265.851215982142,34.29800586669978,7
2873.2048173406592,34.60962479023087,7
2428.3067725983296,34.18575119890933,5
2366.8132186309817,30.906145554912285,4
2472.712431367363,29.976192462675858,6
2248.5150371484983,32.23925288821522,2
2305.0748461475077,22.97624479143961,4
1977.31797618097,29.36150287710438,4
1886.8580292068666,59.43859422592381,3
1750.7862874346583,46.092206580055056,2
1534.409192261608,48.184945944004895,3
1816.155451238494,50.94929666158606,7
2204.153131043191,58.1754802079863,1
2356.7146703451003,18.514351934117716,0
2150.786890268798,24.471285731848056,5
1004.3630804299532,29.15903973015846,4
3166.0224967692884,32.832972238614424,6
2897.5640675897102,34.69373670356226,2
2545.167918169421,33.08324691913355,3
3349.1198699042975,40.412398044452594,4
1762.4497353839593,38.38824929819737,1
3338.193816344303,30.048817253039253,1
1769.1322577871988,14.068963453136732,4
2431.305858910246,27.07844424083432,3
1599.3894711761877,31.958374813561672,5
2308.0817525494017,35.28212619511508,4
2512.3915738991136,25.573657947584095,7
2214.920317875995,32.60112886853938,3
2692.6325942495755,25.559138726658553,1
2354.4579472179917,36.615987132968336,6
2012.67189939237,26.195995388011234,1
1988.2526752087133,28.662048779924888,2
2746.002574938633,23.60447455911947,1
1940.441883606168,36.31149234873238,4
2803.471633766715,28.46907453052362,2
2972.491486057562,47.97462693342972,5
1382.2073757096286,42.46435293362189,3
2923.109513015569,37.23162944997993,4
3433.2324841445843,29.227659529218325,6
2438.6020686610605,42.18572335847933,3
2629.4963019121524,45.59770978283501,2
2870.3529284030374,39.56957253421793,3
2148.4847266515376,55.64072041013624,4
2400.2541229458284,43.05601049882298,3
1577.19025870729,48.049679393248375,4
2376.249265691748,39.46921957089576,4
2573.961597604498,45.432308985826744,3
2583.889662609558,29.23540644063907,2
2885.9835979786694,32.95761800465927,5
1873.858802025459,41.84299908830618,6
2007.066283829577,41.7630942971312,5
3342.529040295245,43.58373005237572,4
2217.3193944299596,50.10432181506602,2
2410.0185830217806,22.32531711003047,4
2263.1444770511284,27.281021976286745,5
1848.0755455322378,40.52529905181679,1
3192.9410659904934,30.032000050161933,5
2009.7642234436669,75.15545065418297,1
1679.9929619611885,43.672915810871494,1
2052.0928474834864,37.13836066176827,3
1199.0616990509566,32.32983799607755,4
1941.79189425925,32.71821488487651,6
1767.5292711812203,38.33154727446695,1
2639.585747010028,39.23180125883383,3
1929.62216824207,32.97630940837136,3
2788.292164568367,34.99532528828108,5
3069.166196188127,52.78713032758056,8
2729.6464349581797,53.229554589161374,1
2181.536441126958,40.77237377928365,4
2377.612973188076,23.246143000395886,1
1461.2582829207672,43.923534723029476,2
2226.4213451133182,55.097106857721286,1
1826.7588425632418,53.067592121586166,3
2681.8795096321146,46.07868438090634,3
3715.0138140844606,53.64665250814404,6
2574.901899785595,38.58722699726924,2
1204.8729180749335,44.909132668170756,4
2101.323393897095,30.51146877042302,5
2367.37000895595,41.214920017712835,5
2348.046583893145,52.624876683675765,7
1898.0527809151858,31.516342473644197,7
2434.9104584503143,28.52412227589285,7
1616.624539694337,39.072378329260665,4
1780.300202523213,35.506715759036005,0
2655.188702882041,45.140624931774624,1
1741.3852230160958,33.014145214582534,3
2596.0163830207416,56.90283577162985,2
1546.794923939168,23.81356292242839,4
3270.6542360854546,51.79108264841708,7
1874.15154267777,29.586658488610865,7
2176.9833855081056,18.244189919575742,7
2481.837293599723,40.61662671983754,2
1989.057526124398,35.19931215384728,5
2378.8732785892175,25.794296953066663,9
2616.446198486069,19.504854191132097,1
2828.337277876917,37.90803134001398,1
2735.3235897851264,48.734205807862,1
2205.5042449085295,44.43448842395089,2
2219.352524276019,38.62377313723192,1
3592.0097069137682,43.26732330539509,6
2822.4389875371107,37.70064454384357,2
1792.9969890238824,22.273033326665917,6
2354.9934900710537,22.370166162542127,9
2115.671273671994,35.76514618116853,4
2225.5661713422896,36.23281384997318,1
1623.7776632605517,47.36080946357441,4
2073.4422210877256,46.33034646152222,2
3296.3556752566524,44.65646317334844,7
2618.4919654815267,34.91689015615101,5
929.861225516697,22.812826128788465,7
2969.1979208738708,42.53278250772627,5
2899.2962376000387,43.77686244588385,5
2102.393082631471,11.726153912745456,7
2694.4949490807685,28.822279947590708,3
1827.3304340505397,30.398401848667145,3
2041.3593560535035,39.3018522123578,6
3124.2004983684196,29.16303523957737,3
2150.5484780716606,37.580519742928956,6
1271.6475859247548,35.684115656117086,4
2265.1832274702647,36.24935581308499,6
2256.7763838971036,30.119662769291793,5
2959.102713155403,30.971164405266546,7
2307.885032196668,26.117062342412382,5
2068.129728707839,42.18074184631215,4
2874.780879877163,44.28212891450505,7
2366.4346278756107,29.52320254862127,3
1887.4875251388557,54.72704105618749,2
2935.24865829789,34.53938407813746,4
2406.5139704842395,54.832041861762164,6
2301.609281673691,30.936601087852363,5
2397.84961527641,15.70764445740621,2
1711.1323957208715,42.42417607403586,1
2009.7904231019145,40.73399615630886,3
2301.970431008031,38.37833174838342,8
2192.934967736426,30.93544273711612,7
2999.8356105491275,37.619705519655994,3
2419.573218999852,32.3761459634352,4
2770.197157450021,34.67415477035074,3
2305.167445016717,47.25795481341582,0
2880.9586660603677,40.02638952483103,4
2518.6402661152347,44.709465260651754,5
2307.381266963653,35.449446427116314,5
2292.6943010725395,34.237809196147474,3
1775.0587555399702,25.311692160224922,2
2578.803646074971,33.929597261749834,4
2277.8873960049914,1.4677398885194748,7
2023.9044219003374,31.507558370638016,0
2908.5539739466394,37.099384050900774,8
1612.3811857578594,44.20041019697172,3
2067.627257512161,35.04454334722548,6
2865.2453118287435,41.824408964694996,2
2473.537617506139,14.0223247247073,1
2273.6775897909833,37.37479462572355,4
2438.0519487325805,19.525469277952563,5
2398.6777940768625,24.70866132774734,0
1465.8355995427432,35.94117897349753,4
2107.905963058621,52.0389038666091,4
3189.086909982562,42.083274398170644,2
1937.3717258725578,38.200540968508285,4
2124.934442242616,37.78516571586188,3
2002.1085801799468,30.15008217475086,2
2252.1416271750245,32.01618245290048,3
1979.282442771636,42.70113650017877,4
2567.707826186933,22.761034297110562,7
2408.5223767596467,44.523594553113234,5
2725.45118830886,33.72642226169262,7
1721.9823585960717,47.08112782356522,4
2112.812734414403,48.57202802955292,4
2175.8525526133258,19.59607586243686,6
2550.605800548727,31.602611604500602,4
1863.728341536131,28.58919543265314,6
2803.6095923420894,18.05999238419543,2
2952.5285747846847,26.642133961696484,5
1756.1202088004288,64.85381429791875,3
2030.0199078085388,44.70460885833684,2
2007.4376704393492,59.09016765466329,3
3747.8124125726245,47.12008284020169,4
2063.5549421356623,29.839725228906772,1
3222.693993185874,33.80051683658553,5
1603.3524026913647,44.47279798264338,6
1755.6919686096003,42.8125682382034,1
1922.3675074834896,31.649237827208328,2
1834.8708787044127,21.390075123628723,2
2152.6556962128257,74.16537306127613,5
1910.171988503176,36.447353604229136,4
1849.3621239959846,34.416872174991184,4
2937.15959806033,39.24667910295832,5
2973.086492382241,35.329985517578685,6
2822.1130741064235,39.35001798476032,5
2588.1994255713803,52.15642014728061,4
2351.0086861787536,36.629966723449336,2
2026.6331201337503,25.210185167394624,6
1775.7633723846993,36.22191826073528,2
2499.647636887978,32.89158040449098,4
1654.5032840992612,53.66288830971536,4
1753.3434889535338,50.882309712113276,9
2934.1022909126455,39.18277500473879,3
3345.356972947148,23.93390559698818,4
2516.3123259915646,24.515185102160594,6
2908.5514337620543,38.16635587743009,1
2164.7834254058093,41.69955266253409,6
1564.2791976517738,33.879148987413394,5
2636.6943902402213,32.71813457372043,6
2613.109127798535,31.479208435034884,4
2339.417704634134,37.74266643731659,3
2166.693498042189,11.789614127196284,4
2829.215818219604,25.88540708353319,6
1757.8468316148892,31.102440700079143,3
1874.4206816101382,51.282535144471126,3
1745.5414212817645,29.048049938781777,6
2346.735129449705,39.98514956014327,4
1701.658843339908,40.491970260240954,1
1923.666800716616,52.277081562268386,5
1911.834440775041,51.88835147660565,1
2156.665417216323,37.36746734325592,4
1481.9440544778126,32.76966784691613,5
2347.9627456204967,30.69783586891741,6
2986.017007865573,35.348304552876414,1
2374.520254774219,33.2256331024404,4
3147.7266296407265,44.08990150294055,4
3033.699002232309,42.62340799233725,5
2727.75427598632,44.509813102595174,3
2341.077213450287,51.852120825797854,2
2312.375213534992,58.49156033540194,5
2720.089874799793,39.37129732748313,7
2084.5811647727824,50.09410148535218,3
1264.6135866928948,34.13173797782363,5
2570.602229756628,51.03507681941317,3
1677.9122535357658,49.67660072893429,1
1770.8223244952883,49.092575669372906,11
2300.1231713976836,39.03476825310676,4
2247.6813173455917,30.648060196100225,6
1523.3584165264033,22.660187183479756,3
2391.020360273227,37.55959071726791,4
2831.3768134735765,54.863137964741014,8
1679.4121363538193,34.591706084995195,5
2999.8658319668175,46.636392440060604,2
1441.9060461785307,47.28346540570824,7
3464.528279404024,34.8794515698011,4
2073.806763234084,52.47979321271471,1
2380.0893482547904,6.0047318107144605,10
1259.3815351328815,24.549746933880073,5
2265.8251634418802,27.92804474005694,2
2425.6651977450056,28.98313474845871,3
2252.610842745278,41.69889246304485,2
1990.3054076211945,41.19041583359292,2
1779.3895148097017,42.333896293925086,2
2921.789640745521,44.55689643545736,5
2316.9439242488725,27.54884973939786,5
3147.4138070842246,24.60006326511949,7
2010.4347048627924,42.35951650208649,5
2060.862918645281,31.067447189889172,4
2748.57683452789,20.724774500952325,5
1407.3637708980398,48.6847871299563,3
1632.5951519158923,53.34612097152527,4
2903.61673424424,55.128769786685254,4
1655.436338927243,40.057084936221926,6
1299.5219415835988,44.88525305570193,2
3327.6899534402,53.068550456981015,4
1533.400293669187,30.944426309742223,4
2401.2656690804934,50.21745452459501,4
2337.996855998349,41.029358575575294,5
754.1544258600541,48.0508281757685,2
2152.975637257705,40.047023229635286,6
2546.62728721351,52.25882380722802,3
2494.870159835373,40.458761387956905,3
2796.936376091926,21.676230345858407,1
2086.8797768020113,53.971192955461945,3
2691.877443150688,27.57716184930677,3
1920.8690125559606,51.783640312683055,3
1524.2429209729737,37.00732830415646,5
1586.2493933753221,50.93612083717477,5
1495.839249642522,50.48245476353441,9
2855.2722823401564,42.731572717469085,6
1466.9845700177939,43.59388849389844,3
2450.721362357117,42.64891478911822,6
2153.741693260162,15.847927680908143,4
2243.5432846021527,39.30163240788023,3
3049.984012359835,25.723294063209153,4
2058.8649480316,39.88305858120229,10
2636.3808588523257,25.42763198978463,3
2320.6598432596115,24.965528646513178,4
2216.3896019020162,55.65427951929292,3
3564.9830184125603,49.76392126936609,7
1507.2620398565468,37.9544315656143,4
3009.0225094905945,40.03245515273926,5
2661.0236110194846,35.2729237168269,4
2036.2612529525188,44.26864013577475,3
3196.1251845928864,30.563401967963145,1
1283.5394381863048,48.93114289154753,4
2013.0283384855106,35.21604474884478,1
1635.3347876520081,33.381683045856484,3
2526.6459056793033,38.23884320333327,8
